height,img_name,object_type,width,xmax,xmin,ymax,ymin,Gun,Knife,Pliers,Scissors,Wrench,area
424,P02467.jpg,Gun,698,407.093,194.234,364.06,217.65,1,0,0,0,0,31164.68619
489,P02471.jpg,Gun,693,137.36700000000002,19.372,237.417,95.76,1,0,0,0,0,16714.817715
489,P02471.jpg,Gun,693,133.845,14.97,282.181,99.16,1,0,0,0,0,21756.621375
516,P02475.jpg,Gun,691,153.653,41.267,321.08,208.672,1,0,0,0,0,12633.085487999999
492,P02479.jpg,Gun,670,164.30700000000004,17.027,236.023,120.862,1,0,0,0,0,16960.912080000002
473,P02482.jpg,Gun,650,145.362,22.3,290.487,181.417,1,0,0,0,0,13422.372340000002
425,P02505.jpg,Gun,676,384.8130000000001,228.483,205.359,59.589,1,0,0,0,0,22788.224100000018
381,P02508.jpg,Gun,688,385.525,228.168,195.577,60.483,1,0,0,0,0,21257.986557999997
490,P02518.jpg,Gun,704,484.839,245.997,410.51,269.131,1,0,0,0,0,33767.243118000006
570,P02519.jpg,Gun,858,289.997,74.135,252.966,181.634,1,0,0,0,0,15397.868184000006
570,P02519.jpg,Gun,858,251.84,115.563,147.289,70.012,1,0,0,0,0,10531.077728999997
570,P02519.jpg,Gun,858,556.01,367.403,144.64700000000005,68.03,1,0,0,0,0,14450.502519000007
418,P02532.jpg,Gun,838,235.321,11.713,255.256,157.9,1,0,0,0,0,21769.580448
418,P02532.jpg,Gun,838,681.4739999999998,496.198,255.74,193.258,1,0,0,0,0,11576.41503199999
418,P02532.jpg,Gun,838,606.938,485.55,309.988,265.91200000000003,1,0,0,0,0,5350.297487999995
329,P02537.jpg,Gun,706,195.563,41.26600000000001,235.599,65.571,1,0,0,0,0,26234.810315999992
578,P02543.jpg,Knife,693,604.064,220.14,454.095,231.736,0,1,0,0,0,85368.95671600002
537,P02548.jpg,Knife,690,632.135,219.187,461.708,330.414,0,1,0,0,0,54217.59471200001
434,P02549.jpg,Gun,1303,718.554,509.942,308.779,178.025,1,0,0,0,0,27276.853447999994
586,P02550.jpg,Gun,872,137.393,86.42399999999998,486.18300000000005,296.735,1,0,0,0,0,9655.975112000006
586,P02550.jpg,Gun,872,275.893,157.33700000000005,498.406,336.11800000000005,1,0,0,0,0,19240.216127999982
586,P02550.jpg,Gun,872,222.709,110.801,293.34,193.523,1,0,0,0,0,11170.320835999997
546,P02551.jpg,Knife,692,464.264,48.361,208.783,51.879,0,1,0,0,0,65256.844312
322,P02555.jpg,Gun,700,633.2909999999998,498.094,183.2,47.386,1,0,0,0,0,18361.645357999976
655,P02568.jpg,Gun,908,625.332,444.193,559.368,444.762,1,0,0,0,0,20759.616234000012
655,P02568.jpg,Gun,908,764.935,636.869,471.327,311.941,1,0,0,0,0,20411.92747599999
655,P02568.jpg,Gun,908,816.8539999999998,738.3989999999999,453.111,292.966,1,0,0,0,0,12564.175974999987
472,P02574.jpg,Gun,650,128.844,12.389,272.371,113.214,1,0,0,0,0,18534.628435
472,P02574.jpg,Gun,650,208.132,0.0,345.112,187.597,1,0,0,0,0,32783.911980000004
517,P02576.jpg,Knife,692,623.4159999999998,224.219,328.891,18.571,0,1,0,0,0,123878.81303999995
493,P02584.jpg,Gun,658,578.572,387.108,435.302,283.918,1,0,0,0,0,28984.586176000004
393,P02585.jpg,Gun,685,538.774,323.7870000000001,217.676,96.542,1,0,0,0,0,26042.235257999986
399,P02589.jpg,Gun,687,568.281,366.633,95.242,7.397,1,0,0,0,0,17713.768559999997
759,P02590.jpg,Knife,614,228.592,0.0,450.299,182.054,0,1,0,0,0,61318.661040000006
482,P02598.jpg,Gun,800,353.7480000000001,140.28,291.546,179.842,1,0,0,0,0,23845.229472000006
496,P02602.jpg,Gun,806,294.953,71.69,295.416,177.59400000000005,1,0,0,0,0,26305.293185999984
575,P02603.jpg,Gun,824,254.424,65.962,344.467,276.506,1,0,0,0,0,12808.065982000002
575,P02603.jpg,Gun,824,175.898,68.056,342.468,206.547,1,0,0,0,0,14657.992482000001
575,P02603.jpg,Knife,824,486.861,81.667,527.694,431.083,0,1,0,0,0,39146.19753399997
575,P02603.jpg,Knife,824,486.861,70.15,561.008,477.057,0,1,0,0,0,34983.30516100001
695,P02613.jpg,Gun,1512,459.172,355.426,336.6280000000001,263.343,1,0,0,0,0,7603.0256100000115
695,P02613.jpg,Gun,1512,413.062,309.316,466.286,373.673,1,0,0,0,0,9608.228298000004
695,P02613.jpg,Gun,1512,374.638,303.553,395.417,243.21,1,0,0,0,0,10819.634594999994
733,P02615.jpg,Knife,1536,163.94400000000005,0.0,541.893,478.191,0,1,0,0,0,10443.560688000012
533,P02619.jpg,Gun,673,253.978,109.459,264.338,189.607,1,0,0,0,0,10800.049389000003
479,P02621.jpg,Gun,790,602.2869999999998,379.441,355.226,228.677,1,0,0,0,0,28200.93845399998
598,P02623.jpg,Gun,856,232.762,98.978,294.496,227.282,1,0,0,0,0,8992.157775999995
598,P02623.jpg,Gun,856,106.592,65.26,394.971,201.643,1,0,0,0,0,7990.632895999999
598,P02623.jpg,Gun,856,160.976,47.858,453.87,358.246,1,0,0,0,0,10816.795632000003
381,P02627.jpg,Knife,703,606.5269999999998,303.71,159.817,71.962,0,1,0,0,0,26603.987534999986
381,P02627.jpg,Knife,703,688.7080000000002,333.1880000000001,317.426,228.247,0,1,0,0,0,31704.91808
498,P02628.jpg,Gun,679,292.4790000000001,112.16,289.105,214.088,1,0,0,0,0,13526.990423000012
512,P02637.jpg,Gun,807,672.671,501.427,401.65,374.952,1,0,0,0,0,4571.872311999997
507,P02644.jpg,Gun,667,207.643,24.578000000000007,247.919,122.784,1,0,0,0,0,22907.838775
641,P02648.jpg,Knife,476,383.461,266.125,513.988,243.625,0,1,0,0,0,31723.31296800001
641,P02648.jpg,Knife,476,323.583,96.168,613.518,372.122,0,1,0,0,0,54897.07134000001
538,P02649.jpg,Gun,668,202.013,63.659,310.457,167.07299999999995,1,0,0,0,0,19837.749936000007
501,P02651.jpg,Gun,663,214.822,72.45,240.921,106.238,1,0,0,0,0,19175.088076
538,P02654.jpg,Knife,666,529.753,247.105,391.499,294.871,0,1,0,0,0,27311.710944000013
538,P02654.jpg,Knife,666,600.589,260.454,319.285,212.857,0,1,0,0,0,36199.88778000001
391,P02659.jpg,Knife,685,367.306,56.576,289.059,157.66899999999995,0,1,0,0,0,40826.81470000002
391,P02659.jpg,Knife,685,417.789,60.057,159.934,53.915,0,1,0,0,0,37926.388908
516,P02661.jpg,Knife,693,477.263,36.983,212.26,28.7,0,1,0,0,0,80817.7968
646,P02663.jpg,Gun,847,372.379,119.463,537.46,404.966,1,0,0,0,0,33509.85250400001
646,P02663.jpg,Gun,847,212.019,89.32799999999997,527.729,435.657,1,0,0,0,0,11296.40575200001
646,P02663.jpg,Knife,847,496.146,50.583,351.071,89.07799999999997,0,1,0,0,0,116734.38705900002
381,P02664.jpg,Knife,666,429.896,55.853,217.21,94.919,0,1,0,0,0,45742.092513
381,P02664.jpg,Knife,666,414.663,116.783,323.607,237.076,0,1,0,0,0,25775.85428000001
403,P02671.jpg,Gun,698,268.73400000000004,104.656,202.667,128.885,1,0,0,0,0,12106.002996000005
543,P02672.jpg,Knife,687,588.3580000000002,180.698,487.001,357.386,0,1,0,0,0,52838.850900000005
635,P02687.jpg,Gun,870,269.733,84.015,379.676,269.305,1,0,0,0,0,20497.881378
635,P02687.jpg,Gun,870,373.647,147.02700000000004,468.708,342.885,1,0,0,0,0,28514.008260000002
635,P02687.jpg,Gun,870,152.554,23.215,309.038,217.063,1,0,0,0,0,11895.954525000003
594,P02699.jpg,Gun,854,686.8889999999999,493.736,295.968,174.827,1,0,0,0,0,23398.747572999993
594,P02699.jpg,Gun,854,693.4,473.11800000000005,378.5630000000001,276.007,1,0,0,0,0,22591.240792000015
594,P02699.jpg,Gun,854,719.443,619.611,461.159,305.6040000000001,1,0,0,0,0,15529.366759999988
392,P02707.jpg,Knife,673,567.243,251.173,258.25,160.07299999999995,0,1,0,0,0,31030.80439000002
392,P02707.jpg,Knife,673,586.471,188.68,197.067,21.343000000000004,0,1,0,0,0,69901.425684
526,P02716.jpg,Knife,682,624.806,335.367,463.831,141.404,0,1,0,0,0,93322.94845300002
502,P02720.jpg,Gun,660,567.751,517.433,334.473,186.141,1,0,0,0,0,7463.769575999999
434,P02726.jpg,Knife,662,476.102,157.299,298.721,138.8,0,1,0,0,0,50983.294562999996
434,P02726.jpg,Knife,662,393.667,37.011,213.228,99.574,0,1,0,0,0,40535.381023999995
519,P02730.jpg,Knife,694,531.743,113.756,357.827,232.738,0,1,0,0,0,52285.575843000006
629,P02733.jpg,Gun,552,148.696,70.84100000000002,203.35,36.44300000000001,1,0,0,0,0,12994.544484999995
342,P02737.jpg,Knife,691,386.328,39.511,309.9,221.527,0,1,0,0,0,30649.25874099999
342,P02737.jpg,Knife,691,410.034,82.53399999999998,152.572,22.589,0,1,0,0,0,42569.4325
528,P02739.jpg,Gun,655,470.235,263.831,189.052,55.676,1,0,0,0,0,27529.339903999993
603,P02747.jpg,Gun,843,291.355,163.887,525.441,343.773,1,0,0,0,0,23156.856624000004
603,P02747.jpg,Gun,843,162.816,7.497999999999998,548.499,408.056,1,0,0,0,0,21813.32587400001
482,P02750.jpg,Gun,716,453.982,264.747,197.715,35.187,1,0,0,0,0,30755.986080000006
516,P02754.jpg,Knife,688,494.801,30.597,322.874,73.543,0,1,0,0,0,115740.447524
528,P02762.jpg,Knife,678,316.17,66.335,467.43,135.21200000000002,0,1,0,0,0,82999.68403
421,P02766.jpg,Knife,673,466.91,78.673,154.155,1.463,0,1,0,0,0,59280.68400400001
421,P02766.jpg,Knife,673,371.133,69.267,253.185,135.13,0,1,0,0,0,35636.79063
463,P02779.jpg,Gun,672,220.3,47.817,142.709,81.548,1,0,0,0,0,10549.232763
485,P02788.jpg,Gun,681,245.748,66.62899999999999,146.118,70.249,1,0,0,0,0,13589.579411
481,P02794.jpg,Gun,663,209.767,24.431,248.024,137.667,1,0,0,0,0,20453.124952
380,P02802.jpg,Knife,691,530.323,120.288,323.198,166.002,0,1,0,0,0,64455.86185999998
689,P02820.jpg,Gun,1536,1473.545,1254.953,180.433,64.669,1,0,0,0,0,25305.08428800001
359,P02829.jpg,Knife,686,523.87,123.776,158.908,8.32,0,1,0,0,0,60249.35527199999
434,P02832.jpg,Knife,668,537.286,143.446,348.005,161.933,0,1,0,0,0,73282.59648
578,P02847.jpg,Knife,818,111.215,29.103,462.132,212.983,0,1,0,0,0,20458.122688
499,P02866.jpg,Gun,799,365.489,147.211,408.22,294.312,1,0,0,0,0,24863.610424
471,P02873.jpg,Gun,807,251.226,45.118,150.08700000000005,48.574,1,0,0,0,0,20922.64140400001
508,P02881.jpg,Gun,810,613.418,439.479,271.954,178.359,1,0,0,0,0,16279.820705000002
571,P02887.jpg,Gun,846,707.329,543.934,277.891,178.644,1,0,0,0,0,16216.463565
582,P02896.jpg,Gun,836,452.524,269.814,548.28,451.842,1,0,0,0,0,17620.186979999995
548,P02898.jpg,Gun,807,691.128,520.91,289.557,196.848,1,0,0,0,0,15780.740562000008
575,P02903.jpg,Gun,838,748.557,596.29,402.43300000000005,278.505,1,0,0,0,0,18870.144776000016
575,P02903.jpg,Gun,838,643.141,489.809,326.4770000000001,270.51,1,0,0,0,0,8581.532044000012
575,P02903.jpg,Knife,838,780.5010000000002,381.199,365.122,246.524,0,1,0,0,0,47356.418596000025
575,P02903.jpg,Knife,838,802.086,709.307,509.256,259.846,0,1,0,0,0,23140.010389999996
484,P02905.jpg,Gun,816,404.371,195.96400000000003,237.233,135.722,1,0,0,0,0,21155.602976999995
563,P02912.jpg,Gun,831,620.874,411.804,344.454,222.46,1,0,0,0,0,25505.285580000007
507,P02917.jpg,Gun,822,755.154,580.727,347.204,258.494,1,0,0,0,0,15473.419169999997
446,P02925.jpg,Gun,799,749.253,591.889,253.75,176.229,1,0,0,0,0,12199.014644
526,P02926.jpg,Gun,796,653.388,397.494,436.403,287.075,1,0,0,0,0,38212.13923200001
480,P02929.jpg,Gun,806,760.938,596.0509999999998,239.722,164.079,1,0,0,0,0,12472.547341000012
502,P02944.jpg,Gun,817,479.611,306.245,421.145,325.166,1,0,0,0,0,16639.495313999996
490,P02952.jpg,Gun,817,370.609,166.09900000000005,241.30900000000003,144.218,1,0,0,0,0,19856.080410000002
460,P02961.jpg,Gun,666,608.455,464.592,299.027,125.261,1,0,0,0,0,24998.49805800001
460,P02961.jpg,Gun,666,650.7669999999998,451.052,352.862,239.861,1,0,0,0,0,22567.994714999986
460,P02961.jpg,Knife,666,611.84,210.717,411.495,380.046,0,1,0,0,0,12614.917227000007
482,P02972.jpg,Gun,799,314.7270000000001,166.50099999999995,279.817,205.534,1,0,0,0,0,11010.671958000014
509,P02994.jpg,Gun,822,484.635,316.475,464.175,391.039,1,0,0,0,0,12298.549760000002
588,P02999.jpg,Gun,838,107.545,58.56399999999999,493.293,359.75,1,0,0,0,0,6541.0696830000015
588,P02999.jpg,Gun,838,222.544,126.712,487.161,374.739,1,0,0,0,0,10773.625104000002
588,P02999.jpg,Knife,838,456.801,52.175,300.473,192.139,0,1,0,0,0,43834.753083999996
588,P02999.jpg,Knife,838,318.376,42.592,344.079,184.644,0,1,0,0,0,43969.62204
588,P02999.jpg,Knife,838,417.403,78.795,242.55900000000003,186.007,0,1,0,0,0,19148.959616000007
625,P03006.jpg,Gun,852,689.6110000000001,598.673,534.4730000000002,435.979,1,0,0,0,0,8956.847372000027
625,P03006.jpg,Gun,852,772.971,731.832,527.231,418.598,1,0,0,0,0,4469.052987
625,P03006.jpg,Knife,852,772.971,359.421,362.109,241.165,0,1,0,0,0,50016.3912
625,P03006.jpg,Knife,852,735.08,407.055,305.62,238.268,0,1,0,0,0,22093.139800000004
625,P03006.jpg,Knife,852,759.98,442.78,357.039,288.963,0,1,0,0,0,21593.707199999993
476,P03007.jpg,Gun,801,431.543,276.839,249.859,172.088,1,0,0,0,0,12031.484784000002
584,P03016.jpg,Gun,842,716.823,583.0880000000002,267.97700000000003,153.613,1,0,0,0,0,15294.46953999998
584,P03016.jpg,Gun,842,779.947,724.313,286.925,174.59099999999995,1,0,0,0,0,6249.589756000005
584,P03016.jpg,Knife,842,781.0169999999998,390.508,426.327,331.587,0,1,0,0,0,36996.82265999999
584,P03016.jpg,Knife,842,760.689,429.024,462.192,386.401,0,1,0,0,0,25137.222014999996
584,P03016.jpg,Knife,842,794.925,479.309,412.116,338.355,0,1,0,0,0,23280.151775999984
603,P03021.jpg,Gun,848,243.517,135.766,498.191,384.299,1,0,0,0,0,12271.976892
603,P03021.jpg,Gun,848,101.286,75.426,494.698,387.793,1,0,0,0,0,2764.5632999999993
603,P03021.jpg,Knife,848,454.709,37.713,328.401,221.496,0,1,0,0,0,44578.95738
603,P03021.jpg,Knife,848,451.476,110.983,256.432,194.944,0,1,0,0,0,20936.23358400001
603,P03021.jpg,Knife,848,354.501,38.79,287.875,190.752,0,1,0,0,0,30662.799452999992
508,P03035.jpg,Gun,824,783.166,611.456,319.045,223.096,1,0,0,0,0,16475.402790000007
682,P03047.jpg,Gun,830,321.665,177.179,337.444,229.968,1,0,0,0,0,15528.777336000006
682,P03047.jpg,Gun,830,332.211,233.075,357.991,226.806,1,0,0,0,0,13005.15616
682,P03047.jpg,Knife,830,269.987,183.507,475.74,194.406,0,1,0,0,0,24329.764320000006
519,P03058.jpg,Gun,783,233.806,46.761,382.484,294.08,1,0,0,0,0,16535.52618
519,P03058.jpg,Gun,783,151.227,64.67,381.883,253.787,1,0,0,0,0,11087.605471999997
519,P03058.jpg,Knife,783,63.675,25.868,420.372,76.97800000000002,0,1,0,0,0,12982.696958
477,P03059.jpg,Gun,678,617.695,533.268,287.969,82.35600000000002,1,0,0,0,0,17359.288751
477,P03059.jpg,Gun,678,632.341,447.98,272.492,168.028,1,0,0,0,0,19259.087504000003
477,P03059.jpg,Knife,678,656.4630000000002,609.942,427.80800000000005,79.039,0,1,0,0,0,16225.082649000067
550,P03069.jpg,Gun,709,357.653,194.592,463.326,376.014,1,0,0,0,0,14237.182032000002
550,P03069.jpg,Knife,709,312.6090000000001,0.0,512.399,261.935,0,1,0,0,0,78297.30057600002
490,P03073.jpg,Gun,676,187.253,25.769,247.555,150.463,1,0,0,0,0,15678.804528
490,P03073.jpg,Gun,676,100.498,4.295,299.224,160.684,1,0,0,0,0,13327.96362
490,P03073.jpg,Knife,676,140.869,30.064,453.662,164.09,0,1,0,0,0,32086.02546
456,P03113.jpg,Gun,693,500.158,342.537,338.6980000000001,184.408,1,0,0,0,0,24319.344090000024
456,P03113.jpg,Gun,693,208.693,23.775,205.543,106.735,1,0,0,0,0,18271.377744
456,P03113.jpg,Knife,693,88.056,44.028,406.86,82.95700000000002,0,1,0,0,0,14260.801284000001
524,P03144.jpg,Gun,661,178.058,26.037,403.17,292.056,1,0,0,0,0,16891.661394000002
524,P03144.jpg,Gun,661,392.233,300.684,275.05400000000003,111.115,1,0,0,0,0,15008.451510999997
524,P03144.jpg,Knife,661,101.628,0.84,414.1,49.182,0,1,0,0,0,36779.355384
608,P03178.jpg,Gun,832,179.72,44.402,338.1690000000001,236.014,1,0,0,0,0,13823.41029000001
608,P03178.jpg,Gun,832,275.92400000000004,87.74600000000002,354.3730000000001,257.85400000000004,1,0,0,0,0,18162.75238200001
608,P03178.jpg,Knife,832,152.234,40.173,501.61800000000005,273.353,0,1,0,0,0,25579.604165000008
443,P03187.jpg,Gun,534,402.366,204.915,156.564,27.206,1,0,0,0,0,25541.866458
514,P03195.jpg,Gun,513,338.306,181.212,406.197,287.078,1,0,0,0,0,18712.880186000002
657,P03196.jpg,Gun,696,305.992,131.77100000000002,538.238,391.307,1,0,0,0,0,25598.465751000007
657,P03196.jpg,Wrench,696,229.052,86.66799999999998,479.61800000000005,331.926,0,0,0,0,1,21028.977728000013
657,P03196.jpg,Wrench,696,356.402,57.484,529.863,349.436,0,0,0,0,1,53932.87798600002
577,P03206.jpg,Gun,745,303.869,149.56799999999996,429.908,355.025,1,0,0,0,0,11554.521783000011
577,P03206.jpg,Wrench,745,601.112,364.454,506.129,453.309,0,0,0,0,1,12500.275559999996
577,P03206.jpg,Wrench,745,594.485,258.431,480.722,405.17,0,0,0,0,1,25389.55180799999
577,P03206.jpg,Wrench,745,332.2680000000001,62.478,441.275,407.845,0,0,0,0,1,9019.07969999999
698,P03218.jpg,Knife,824,456.4980000000001,156.005,554.0319999999998,266.097,0,1,0,0,0,86522.45195499998
565,P03221.jpg,Knife,565,386.239,83.27799999999998,415.73,345.023,0,1,0,0,0,21421.463427
588,P03222.jpg,Knife,656,437.611,226.724,504.876,158.072,0,1,0,0,0,73136.455148
660,P03224.jpg,Knife,754,562.386,368.856,562.109,274.55400000000003,0,1,0,0,0,55650.51914999999
528,P03236.jpg,Knife,645,583.5319999999998,133.59,349.961,118.693,0,1,0,0,0,104057.18645599997
476,P03239.jpg,Knife,674,439.342,57.38,439.045,281.298,0,1,0,0,0,60253.359614
476,P03239.jpg,Wrench,674,318.587,71.939,420.292,377.822,0,0,0,0,1,10475.140559999993
510,P03272.jpg,Knife,778,416.186,102.811,317.346,221.611,0,1,0,0,0,30000.955625000006
510,P03272.jpg,Knife,778,499.225,74.142,482.225,336.848,0,1,0,0,0,61797.29129100001
510,P03272.jpg,Knife,778,470.557,85.01700000000002,444.403,249.977,0,1,0,0,0,74959.00004
510,P03272.jpg,Wrench,778,365.769,74.142,494.044,252.932,0,0,0,0,1,70314.769224
510,P03272.jpg,Wrench,778,320.295,95.891,441.448,247.022,0,0,0,0,1,43629.97210399999
613,P03276.jpg,Knife,744,492.534,104.935,429.029,305.435,0,1,0,0,0,47904.910806
613,P03276.jpg,Knife,744,338.44,159.766,482.302,169.054,0,1,0,0,0,55969.27315200001
613,P03276.jpg,Knife,744,303.461,119.116,401.327,183.971,0,1,0,0,0,40068.49182
613,P03276.jpg,Wrench,744,311.97,214.597,537.707,224.459,0,0,0,0,1,30501.897504000004
613,P03276.jpg,Wrench,744,268.483,187.182,501.481,272.05,0,0,0,0,1,18652.969731
547,P03282.jpg,Knife,682,587.543,221.845,491.856,193.954,0,1,0,0,0,108942.16559599999
547,P03282.jpg,Knife,682,629.139,220.112,409.458,331.496,0,1,0,0,0,31888.562974000022
715,P03298.jpg,Knife,817,442.239,36.334,481.362,231.153,0,1,0,0,0,101561.084145
715,P03298.jpg,Knife,817,461.963,91.355,463.134,223.696,0,1,0,0,0,88737.63830400001
613,P03302.jpg,Knife,808,353.1790000000001,164.269,558.306,223.749,0,1,0,0,0,63201.16287000003
613,P03302.jpg,Knife,808,487.675,58.521,465.965,283.415,0,1,0,0,0,78342.06269999998
624,P03307.jpg,Knife,813,427.677,150.82299999999995,462.758,174.257,0,1,0,0,0,79872.65585400001
624,P03307.jpg,Knife,813,491.726,65.081,388.283,206.072,0,1,0,0,0,77739.412095
702,P03309.jpg,Knife,835,466.836,47.745,405.907,233.458,0,1,0,0,0,72271.823859
702,P03309.jpg,Knife,835,444.555,117.77,477.49,155.36700000000005,0,1,0,0,0,105264.96455499998
628,P03321.jpg,Knife,694,509.698,293.649,502.837,232.862,0,1,0,0,0,58327.828775
628,P03321.jpg,Knife,694,586.4169999999998,175.484,421.335,303.448,0,1,0,0,0,48443.65857099997
779,P03330.jpg,Knife,658,443.126,303.499,565.971,214.834,0,1,0,0,0,49028.205898999986
779,P03330.jpg,Knife,658,575.227,183.939,487.439,361.066,0,1,0,0,0,49448.23842400002
372,P03337.jpg,Knife,735,493.11300000000006,19.612,274.582,81.9,0,1,0,0,0,91235.119682
736,P03341.jpg,Knife,1536,1485.255,1217.87,473.326,213.21,0,1,0,0,0,69551.11666000006
736,P03341.jpg,Knife,1536,1536.0,1089.057,376.955,209.798,0,1,0,0,0,74709.651051
785,P03352.jpg,Knife,620,508.92,171.741,517.572,230.133,0,1,0,0,0,96918.39458099999
785,P03352.jpg,Knife,620,470.318,159.136,541.222,224.676,0,1,0,0,0,98503.417372
551,P03365.jpg,Knife,700,619.06,197.459,346.689,210.695,0,1,0,0,0,57335.206394
551,P03365.jpg,Knife,700,606.607,243.71,462.891,162.81,0,1,0,0,0,108898.49465699999
644,P03380.jpg,Knife,830,495.68,95.972,376.102,243.272,0,1,0,0,0,53093.213639999994
644,P03380.jpg,Knife,830,448.221,74.87899999999998,506.693,272.375,0,1,0,0,0,87480.75075600001
572,P03385.jpg,Knife,733,479.663,59.609,446.73,290.308,0,1,0,0,0,65705.68678800002
572,P03385.jpg,Knife,733,436.82,49.363,450.707,153.77100000000004,0,1,0,0,0,115049.93175199997
734,P03389.jpg,Knife,630,453.088,205.731,587.71,220.285,0,1,0,0,0,90885.14572500002
734,P03389.jpg,Knife,630,474.701,208.132,613.226,232.192,0,1,0,0,0,101571.852346
618,P03397.jpg,Knife,565,440.801,121.328,611.555,287.875,0,1,0,0,0,103407.02063999997
618,P03397.jpg,Knife,565,445.108,124.199,602.246,283.578,0,1,0,0,0,102263.429212
530,P03407.jpg,Knife,712,651.385,341.07199999999995,464.902,173.187,0,1,0,0,0,90522.956795
530,P03407.jpg,Knife,712,646.861,349.215,459.374,187.926,0,1,0,0,0,80795.41140800001
637,P03409.jpg,Knife,657,433.269,51.75899999999999,603.784,305.583,0,1,0,0,0,113766.66350999998
637,P03409.jpg,Knife,657,438.278,65.95,597.879,309.273,0,1,0,0,0,107456.09476800001
746,P03428.jpg,Knife,745,410.839,111.703,529.029,213.513,0,1,0,0,0,94382.19417599998
746,P03428.jpg,Knife,745,410.839,99.396,534.216,192.767,0,1,0,0,0,106341.900907
684,P03431.jpg,Knife,716,440.335,242.912,454.943,160.895,0,1,0,0,0,58051.83830399999
684,P03431.jpg,Knife,716,454.892,245.642,435.129,150.591,0,1,0,0,0,59539.5765
587,P03437.jpg,Knife,714,679.525,274.895,397.228,205.416,0,1,0,0,0,77612.88956000001
587,P03437.jpg,Knife,714,667.7310000000001,265.822,391.107,199.975,0,1,0,0,0,76817.67098800003
388,P03460.jpg,Knife,541,519.003,42.62,307.523,86.322,0,1,0,0,0,105376.39598300002
644,P03470.jpg,Knife,525,422.935,16.01,480.575,351.476,0,1,0,0,0,52533.610575
319,P03471.jpg,Knife,559,545.504,237.238,280.188,158.576,0,1,0,0,0,37488.844792
391,P03488.jpg,Knife,537,472.17800000000005,62.093,229.707,100.129,0,1,0,0,0,53137.99412999999
391,P03488.jpg,Wrench,537,356.86300000000006,78.469,277.279,207.053,0,0,0,0,1,19550.497044000003
391,P03488.jpg,Wrench,537,477.637,96.21,217.021,107.831,0,0,0,0,1,41648.014129999996
508,P03496.jpg,Gun,592,255.756,93.276,447.958,359.662,1,0,0,0,0,14346.33408000001
508,P03496.jpg,Knife,592,531.07,234.694,326.1090000000001,196.607,0,1,0,0,0,38381.28475200004
508,P03496.jpg,Knife,592,534.0790000000002,124.117,374.378,256.06,0,1,0,0,0,48505.88391600001
508,P03496.jpg,Wrench,592,327.97,127.878,486.809,379.087,0,0,0,0,1,21554.31042400001
508,P03496.jpg,Pliers,592,305.403,97.789,484.454,381.441,0,0,1,0,0,21386.94098200001
807,P03540.jpg,Knife,1536,1171.029,698.7139999999998,552.65,356.277,0,1,0,0,0,92749.91349500003
636,P03550.jpg,Knife,616,480.59,97.057,247.62,137.812,0,1,0,0,0,42114.991663999994
693,P03563.jpg,Knife,807,485.02,98.44,322.811,130.088,0,1,0,0,0,74502.85733999999
780,P03569.jpg,Knife,670,602.745,304.778,656.176,296.454,0,1,0,0,0,107185.285174
518,P03575.jpg,Gun,511,292.835,125.964,226.888,75.029,1,0,0,0,0,25340.863189
518,P03575.jpg,Gun,511,407.761,254.526,290.512,156.66,1,0,0,0,0,20510.811220000003
523,P03585.jpg,Knife,688,579.5980000000002,175.715,355.131,232.108,0,1,0,0,0,49686.898309000004
382,P03587.jpg,Gun,432,343.624,230.546,198.746,115.53,1,0,0,0,0,9409.898848000004
382,P03587.jpg,Gun,432,344.722,140.524,207.599,65.068,1,0,0,0,0,29104.545137999998
394,P03589.jpg,Gun,355,146.601,46.01,232.83900000000003,127.377,1,0,0,0,0,10608.528042000004
394,P03589.jpg,Gun,355,123.596,28.418000000000006,265.254,144.269,1,0,0,0,0,11515.110330000001
453,P03592.jpg,Gun,421,228.421,59.379,421.505,260.357,1,0,0,0,0,27240.780215999996
339,P03594.jpg,Gun,402,293.199,149.154,157.519,49.495,1,0,0,0,0,15560.317080000003
339,P03594.jpg,Gun,402,283.494,90.922,153.19799999999995,31.818,1,0,0,0,0,23374.389359999994
411,P03595.jpg,Gun,364,175.75599999999997,26.826,162.876,78.104,1,0,0,0,0,12625.093959999998
411,P03595.jpg,Gun,364,121.642,34.689,321.466,207.643,1,0,0,0,0,9897.251319
405,P03598.jpg,Gun,406,189.845,51.072,366.049,213.528,1,0,0,0,0,21165.796733
436,P03601.jpg,Gun,382,357.245,201.436,371.838,256.144,1,0,0,0,0,18026.166446000003
437,P03610.jpg,Gun,382,231.044,67.954,173.68599999999995,64.816,1,0,0,0,0,17755.608299999996
437,P03610.jpg,Gun,382,148.043,63.58600000000001,330.155,217.234,1,0,0,0,0,9536.968896999997
1024,P03639.jpg,Gun,928,739.334,589.581,454.452,364.273,1,0,0,0,0,13504.575786999989
1024,P03649.jpg,Gun,984,813.957,680.173,452.079,306.132,1,0,0,0,0,19525.373448
518,P03652.jpg,Gun,904,547.914,272.23400000000004,273.706,108.042,1,0,0,0,0,45670.25152
415,P03654.jpg,Gun,763,473.11800000000005,374.229,358.256,232.265,1,0,0,0,0,12459.123999000007
390,P03656.jpg,Gun,908,524.956,299.975,129.247,48.355,1,0,0,0,0,18199.163052000004
563,P03679.jpg,Gun,825,265.216,125.794,345.107,161.789,1,0,0,0,0,25558.56219600001
